user_id,method,run,recall@10,ndcg@10,mrr,arp@10,long_tail_share@10,genre_diversity@10,tokens_in,tokens_out,latency_s,parsed_ok
user_000968,popularity,0,0.6,0.3462050307969752,0.25,73.1,0.0,0.6,,,,
user_000968,item_knn,0,0.6,0.4468535299918563,0.3333333333333333,47.4,0.4,0.6,,,,
user_000968,cbf,0,0.8,0.5652378763720052,0.5,58.5,0.2,0.8,,,,
user_000968,claude_with_history,0,0.8,0.6128107307150344,0.5,56.1,0.3,0.6,651.0,43.0,2.9528493881225586,True
user_000968,claude_with_history,1,0.8,0.6128107307150344,0.5,56.1,0.3,0.6,651.0,43.0,2.2895684242248535,True
user_000968,claude_with_history,2,0.8,0.6128107307150344,0.5,56.1,0.3,0.6,651.0,43.0,2.325556993484497,True
user_000968,gpt41_with_history,0,0.6,0.5296347172140421,0.5,57.3,0.2,0.6,555.0,39.0,0.7539031505584717,True
user_000968,gpt41_with_history,1,0.6,0.5296347172140421,0.5,57.3,0.2,0.6,555.0,39.0,0.767754316329956,True
user_000968,gpt41_with_history,2,0.6,0.5296347172140421,0.5,57.3,0.2,0.6,555.0,39.0,0.7688915729522705,True
user_000968,claude_no_history,0,0.2,0.09803928583135704,0.1,46.7,0.4,0.5,381.0,43.0,2.1950957775115967,True
user_000989,random,0,0.5,0.17723928678404774,0.1,81.5,0.0,0.4,,,,
user_000989,popularity,0,0.0,0.0,0.058823529411764705,86.6,0.0,0.2,,,,
user_000989,item_knn,0,1.0,0.8175295903539445,1.0,71.7,0.0,0.6,,,,
user_000989,cbf,0,0.0,0.0,0.05555555555555555,85.7,0.0,0.2,,,,
user_000989,claude_with_history,0,1.0,1.0,1.0,78.7,0.0,0.4,1075.0,43.0,2.4105887413024902,True
user_000989,claude_with_history,1,1.0,1.0,1.0,78.7,0.0,0.4,1075.0,43.0,2.4951772689819336,True
user_000989,claude_with_history,2,1.0,1.0,1.0,78.7,0.0,0.4,1075.0,43.0,2.161369800567627,True
user_000989,gpt41_with_history,0,1.0,1.0,1.0,78.9,0.0,0.4,893.0,41.0,0.6171939373016357,True
user_000989,gpt41_with_history,1,1.0,1.0,1.0,78.9,0.0,0.4,893.0,41.0,0.7295308113098145,True
user_000989,gpt41_with_history,2,1.0,1.0,1.0,79.1,0.0,0.4,893.0,39.0,0.9065017700195312,True
user_000989,claude_no_history,0,0.5,0.21840743681816419,0.16666666666666666,80.6,0.0,0.4,395.0,43.0,2.132737398147583,True
